Name,Team,G,AB,PA,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,NameASCII,PlayerId,MLBAMID
"Chuckie Robinson","- - -",35,94,104,11,11,0,0,0,4,1,5,0,25,1,0,4,1,0,0,0.117021276,"Chuckie Robinson",19824,642020
"DaShawn Keirsey Jr.","MIN",80,97,102,11,8,0,0,3,12,7,2,0,34,2,0,1,1,10,3,0.113402061,"DaShawn Keirsey Jr.",24496,680577
"Edwin Rios","CIN",5,9,10,1,1,0,0,0,1,0,1,0,4,0,0,0,0,0,0,0.111111111,"Edwin Rios",18316,621458
"Nick Solak","- - -",8,18,21,2,2,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0.111111111,"Nick Solak",19294,669256
"Connor Kaiser","ARI",11,18,19,2,1,1,0,0,1,2,1,0,5,0,0,0,1,0,0,0.111111111,"Connor Kaiser",21535,663731
"Bubba Thompson","CIN",17,18,18,2,1,1,0,0,5,0,0,0,11,0,0,0,1,5,0,0.111111111,"Bubba Thompson",22261,669352
"Buddy Kennedy","- - -",37,64,74,7,3,3,0,1,7,7,8,0,20,1,1,0,0,1,0,0.109375,"Buddy Kennedy",22505,671083
"Niko Goodrum","- - -",13,29,33,3,3,0,0,0,2,0,3,0,10,0,0,1,0,1,1,0.103448275,"Niko Goodrum",12092,592348
"Aramis Garcia","- - -",13,30,30,3,2,0,0,1,2,2,0,0,12,0,0,0,1,0,0,0.1,"Aramis Garcia",16925,605244
"Will Banfield","CIN",7,10,10,1,1,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0.1,"Will Banfield",23790,677943
"Levi Jordan","CIN",7,10,11,1,0,1,0,0,1,1,0,0,3,0,1,0,0,0,0,0.1,"Levi Jordan",25138,682119
"Greg Jones","- - -",21,30,32,3,2,0,0,1,1,2,1,0,16,0,0,1,0,2,1,0.1,"Greg Jones",25448,675659
"Pedro León","HOU",7,20,21,2,2,0,0,0,2,0,1,0,10,0,0,0,2,2,0,0.1,"Pedro Leon",27781,694175
"Cooper Ingle","CLE",7,21,24,2,2,0,0,0,1,2,3,0,12,0,0,0,0,0,0,0.095238095,"Cooper Ingle",33708,694876
"Aledmys Díaz","- - -",14,33,34,3,3,0,0,0,2,1,1,0,9,0,0,0,0,0,0,0.09090909,"Aledmys Diaz",15937,649557
"Vimael Machín","BAL",4,11,12,1,0,0,0,1,1,1,1,0,2,0,0,0,0,0,0,0.09090909,"Vimael Machin",17684,605353
"Eliezer Alfonzo","LAD",6,11,11,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.09090909,"Eliezer Alfonzo",22741,672613
"Tristin English","ARI",7,22,23,2,1,1,0,0,0,1,1,0,8,0,0,0,0,0,0,0.09090909,"Tristin English",26148,663536
"Sandy León","ATL",26,56,56,5,4,0,0,1,1,3,0,0,22,0,0,0,0,0,0,0.089285714,"Sandy Leon",5273,506702
"Chad Stevens","- - -",21,41,48,3,3,0,0,0,2,3,5,0,20,0,1,1,0,0,1,0.073170731,"Chad Stevens",29614,677060
"Rafael Ortega","CHW",14,14,17,1,1,0,0,0,4,1,2,0,4,0,1,0,1,2,0,0.071428571,"Rafael Ortega",10323,542364
"Tirso Ornelas","SDP",7,14,16,1,1,0,0,0,0,1,2,0,2,0,0,0,1,0,0,0.071428571,"Tirso Ornelas",22566,672359
"Maverick Handley","BAL",17,42,48,3,3,0,0,0,2,3,2,0,19,1,1,2,0,0,0,0.071428571,"Maverick Handley",26106,668974
"Jace Peterson","ARI",14,22,26,1,1,0,0,0,2,1,3,0,6,0,1,0,1,0,0,0.045454545,"Jace Peterson",12325,607054
"César Prieto","STL",9,23,23,1,1,0,0,0,0,0,0,0,7,0,0,0,1,0,0,0.04347826,"Cesar Prieto",30163,693409
"Tony Kemp","BAL",5,9,10,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"Tony Kemp",14894,643393
"Greg Allen","BAL",7,14,14,0,0,0,0,0,1,0,0,0,5,0,0,0,2,0,1,0,"Greg Allen",16623,656185
"Eddy Alvarez","NYM",13,9,11,0,0,0,0,0,2,0,1,0,2,1,0,0,0,0,0,0,"Eddy Alvarez",16959,657193
"Brian Anderson","ATL",3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,"Brian Anderson",18289,605119
"Sandro Fabian","TEX",3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Sandro Fabian",19910,660758
"Grant Koch","PIT",3,7,8,0,0,0,0,0,1,0,1,0,6,0,0,0,0,0,0,0,"Grant Koch",22045,667428
"Grae Kessinger","HOU",23,21,25,0,0,0,0,0,4,0,3,0,7,1,0,0,1,0,0,0,"Grae Kessinger",25813,666197
"Trei Cruz","DET",2,5,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,"Trei Cruz",27569,669360
"Ivan Johnson","CIN",4,5,6,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,"Ivan Johnson",27593,671155
"Tyler Gentry","KCR",3,5,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"Tyler Gentry",27784,694355
"Kyler Fedko","MIN",14,16,19,0,0,0,0,0,1,1,2,0,8,0,1,0,0,0,1,0,"Kyler Fedko",29930,693459
"Nick Morabito","NYM",5,11,12,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,1,0,"Nick Morabito",32119,703492
